Niveau,Onderwijsstructuur,Soort,Indeling,Indelingstype,Type onderwijsdoel,Titel 1,Titel 2,Titel 3,Nummer / Code,Onderwijsdoel,Attitudinaal,Geldig vanaf,Id,Onderwijsniveau_id,Verwant leergebied,Verwant subdomein,Verwant thema
Basisonderwijs,Lager Onderwijs,Gewoon,Frans,Leergebied,Eindtermen,Kennis en attitudes,,,26,De leerlingen werken aan de volgende attitudes: tonen bereidheid om te streven naar taalverzorging.,Ja,31/08/2006,basis-lager-frans-26,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-frans,,
Basisonderwijs,Lager Onderwijs,Gewoon,Frans,Leergebied,Eindtermen,Kennis en attitudes,,,27,"De leerlingen werken aan de volgende attitudes: tonen belangstelling voor de aanwezigheid van moderne vreemde talen in hun leefwereld, ook buiten de school, en voor de socioculturele wereld van de taalgebruikers.",Ja,31/08/2006,basis-lager-frans-27,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-frans,,
Basisonderwijs,Lager Onderwijs,Gewoon,Frans,Leergebied,Eindtermen,Kennis en attitudes,Kennis,,23,"Om bovenvermelde taaltaken uit te voeren kunnen de leerlingen de volgende lexicale en grammaticale elementen functioneel inzetten:
a) vorm, betekenis en reëel gebruik in context van woorden en woordcombinaties uit de woordvelden die de taaltaken en de taalgebruikssituaties vereisen:
-persoonlijke gegevens: naam, leeftijd, adres, telefoon, dichte familie, kleding, gezondheid, lichaamsdelen, uiterlijke kenmerken, huisdieren
-dagelijks leven: huis, vrijetijdsbesteding, school, klas, de klasafspraken en -instructies, schoolmateriaal, verplaatsingen, boodschappen doen
-relatie tot de anderen: zich voorstellen, iemand voorstellen, begroeten, bedanken, feliciteren, beleefdheidsrituelen, gevoelens uitdrukken
-eten en drinken: wat men eet of drinkt, de maaltijden
-tijd, ruimte, natuur: jaar, seizoenen, maanden, dagen, uuraanduidingen, tijdsmarkeerders, feesten, dieren
-het weer
-functiewoorden: voorzetsels en voegwoorden
-hoeveelheidsaanduidingen: hoofdtelwoorden en frequente rangtelwoorden

b) grammaticale constructies:
• morfologisch domein
• zelfstandige naamwoorden: genus, getal, overeenkomst
• lidwoorden
• bijvoeglijk gebruikte woordsoorten
• bijvoeglijke naamwoorden
• bezittelijke voornaamwoorden
• aanwijzende voornaamwoorden
• infinitieven
• werkwoordsvormen en de tijdmarkeerders i.f.v. communicatie in de tegenwoordige tijd en de “futur proche”
• zeer frequente vormen van de “passé composé”
• syntactisch domein
• eenvoudige bevestigende, ontkennende en vragende zinnen
• persoonlijke voornaamwoorden als onderwerp",Nee,31/08/2006,basis-lager-frans-23,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-frans,,
Basisonderwijs,Lager Onderwijs,Gewoon,Frans,Leergebied,Eindtermen,Kennis en attitudes,Kennis,,24,De leerlingen reflecteren over taal en taalgebruik binnen de vermelde taalgebruikssituaties om zo hun functionele en ondersteunende kennis uit te breiden.,Nee,31/08/2006,basis-lager-frans-24,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-frans,,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,Lichaams- en bewegingsbeheersing,1.1,De leerlingen kunnen de motorische basisbewegingen op een voldoend flexibele en verfijnde wijze aanwenden in gevarieerde en complexe bewegingssituaties.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,Verantwoord en veilig bewegen,1.2,De leerlingen kunnen veiligheidsafspraken naleven.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,Verantwoord en veilig bewegen,1.3,De leerlingen kennen de gevaren en risico's van bewegingssituaties en kunnen deze inschatten en signaleren.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,"Voorkeurlichaamszijde, lichaamsopbouw, lichaamsbesef",1.4,De leerlingen kennen hun voorkeurhand en -voet en kunnen deze ook efficiënt gebruiken.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,"Voorkeurlichaamszijde, lichaamsopbouw, lichaamsbesef",1.5,De leerlingen kennen en gebruiken hun voorkeurzijde om te wenden en te draaien rond de lengteas.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,"Voorkeurlichaamszijde, lichaamsopbouw, lichaamsbesef",1.6,"De leerlingen tonen in het bewegen een intuïtief, maar ook een bewust kennen, aanvoelen, omgaan en rekening houden met de eigen lichaamskenmerken, -mogelijkheden en -beperkingen.",Ja,31/08/1994,basis-lager-lichamelijke-opvoeding-1.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,Rustervaringen,1.7,De leerlingen hebben in rust controle over ademhaling en spieren.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Zelfredzaamheid in kind-gerichte bewegingssituaties,Rustervaringen,1.8,De leerlingen zijn bereid om een sfeer van rust te creëren.,Ja,31/08/1994,basis-lager-lichamelijke-opvoeding-1.8,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.9,De leerlingen kunnen balanceren op de grond en over diverse soorten toestellen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.9,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.10,De leerlingen kunnen in omgekeerde houding hangen en steunen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.10,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.11,De leerlingen kunnen vrije sprongen en steunsprongen uitvoeren.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.11,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.12,De leerlingen kunnen verschillende vormen van rollen uitvoeren.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.12,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.13,De leerlingen kunnen aan een toestel draaibewegingen rond de breedte-as uitvoeren.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.13,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.14,De leerlingen kunnen diverse klimtoestellen opklimmen en veilig ervan afdalen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.14,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.15,De leerlingen kunnen hun loopstijl en -tempo aanpassen aan de afstand.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.15,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,"Variante vormen van basisbewegingen, al dan niet gebruik makend van toestellen",1.16,De leerlingen kunnen op verschillende manieren en met diverse tuigen werpen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.16,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Spel en sportspelen,1.17,De leerlingen beheersen fundamentele bewegingsvaardigheden die nodig zijn om een eenvoudig bewegingsspel zinvol te kunnen spelen in eenvoudige sport- en spelsituaties.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.17,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Spel en sportspelen,1.18,De leerlingen kunnen eenvoudige spelideeën uitvoeren in eenvoudige bewegingsspelen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.18,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Spel en sportspelen,1.19,De leerlingen kunnen zich in een spel inleven en hierbij verschillende rollen waarnemen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.19,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Spel en sportspelen,1.20,"De leerlingen kennen elementaire tactische principes, kunnen ze toepassen in verwante spelen en kunnen een eenvoudig tactisch plannetje afspreken en uitvoeren.",Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.20,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Ritmisch en expressief bewegen,1.20bis.,De leerlingen passen de afgesproken spelregels toe en aanvaarden de sancties bij overtredingen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.20bis,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Ritmisch en expressief bewegen,1.21,De leerlingen kunnen bewegingsvormen uitvoeren op een opgelegd ritme.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.21,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Ritmisch en expressief bewegen,1.22,De leerlingen kunnen een danscombinatie (een aantal bewegingspatronen achter elkaar) onthouden en zonder aanwijzingen uitvoeren.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.22,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Bewegen in verschillende milieus,1.23,De leerlingen bewegen op een aangepaste manier in de vrije natuur.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.23,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Bewegen in verschillende milieus,1.24,De leerlingen kunnen ongeremd en spelend bewegen in het water.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.24,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
Basisonderwijs,Lager Onderwijs,Gewoon,Lichamelijke Opvoeding,Leergebied,Eindtermen,LICHAMELIJKE OPVOEDING - MOTORISCHE COMPETENTIES,Groot-motorische vaardigheden en acties in gevarieerde situaties,Bewegen in verschillende milieus,1.25,De leerlingen voelen zich veilig in het water en kunnen zwemmen.,Nee,31/08/1994,basis-lager-lichamelijke-opvoeding-1.25,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-lichamelijke-opvoeding,http://ilearn.ilabt.imec.be/vocab/curr2/s-lichamelijke-opvoeding,
