Niveau,Soort,Graad,Stroom,Sleutelcompetentie,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Technische systemen ontwerpen, realiseren, in gebruik nemen en evalueren rekening houdend met fundamentele maatschappelijke, wetenschappelijke en technologische aspecten.",6.24,De leerlingen passen een ontwerp van een technisch systeem aan in functie van de aangereikte vereisten.,Nee,,"'- Doel van hulpmiddelen zoals gereedschappen, machines, grondstoffen, materialen, energie, informatie, menselijke inzet, geldmiddelen, tijd","'- Gebruik van hulpmiddelen zoals gereedschappen, machines, grondstoffen, materialen, energie, informatie, menselijke inzet, geldmiddelen, tijd
- Modellen zoals schetsen, schema's, werktekeningen en recepten, schaalmodellen",,,,beheersingsniveau toepassen,,"Een vaardigheid uitvoeren na instructie of uit het geheugen: de meest essentiële elementen van de beweging/handeling zijn aanwezig, maar nog niet consequent.",31/08/2015,,sec-6.24-1319220909,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-technologie-en-technieken
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Technische systemen ontwerpen, realiseren, in gebruik nemen en evalueren rekening houdend met fundamentele maatschappelijke, wetenschappelijke en technologische aspecten.",6.25,De leerlingen realiseren een technisch systeem op basis van een ontwerp en een aangereikt stappenplan,Nee,,"'- Doel van hulpmiddelen zoals gereedschappen, machines, grondstoffen, materialen, energie, informatie, menselijke inzet, geldmiddelen, tijd","'- Realisatietechnieken
- Gebruik van hulpmiddelen zoals gereedschappen, machines, grondstoffen, materialen, energie, informatie, menselijke inzet, geldmiddelen, tijd
- Gebruik van modellen zoals schema's, werktekeningen en recepten
- Vereisten van veiligheid, ergonomie en milieu
- Planningstechnieken: uitvoering beknopt stappenplan",,,,beheersingsniveau toepassen,,"Een vaardigheid uitvoeren na instructie of uit het geheugen: de meest essentiële elementen van de beweging/handeling zijn aanwezig, maar nog niet consequent.",31/08/2015,,sec-6.25-755452202,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-technologie-en-technieken
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Technische systemen ontwerpen, realiseren, in gebruik nemen en evalueren rekening houdend met fundamentele maatschappelijke, wetenschappelijke en technologische aspecten.",6.26,De leerlingen gebruiken een aangereikte methode om te testen of een technisch systeem voldoet aan de behoefte(n) en aangereikte vereisten,Nee,,"'- Hulpmiddelen en methoden voor het testen van technische systemen
- Vereisten voor een technisch systeem",'- Hulpmiddelen en methoden voor het testen van technische systemen,,,,beheersingsniveau toepassen,,"Een vaardigheid uitvoeren na instructie of uit het geheugen: de meest essentiële elementen van de beweging/handeling zijn aanwezig, maar nog niet consequent.",31/08/2015,,sec-6.26-3917196419,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-technologie-en-technieken
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.27,"De leerlingen gebruiken met de nodige nauwkeurigheid de gepaste meetinstrumenten, meetmethodes en hulpmiddelen om metingen, observaties, experimenten en terreinstudies uit te voeren.",Nee,,,"'- Hulpmiddelen zoals meetlat, weegschaal, loep, lichtmicroscoop, thermometer, determineertabel, proefbuis
- Meetinstrumenten en meetmethoden voor de bepaling van lengte, massa, inhoud/volume, tijd, temperatuur en elektrische grootheden",,,,beheersingsniveau toepassen,,"Een vaardigheid zelfstandig uitvoeren: bewegingen/handelingen worden meer automatisch uitgevoerd, zijn vloeiend, betrouwbaar en efficiënt. Essentiële elementen van de beweging/handeling zijn regelmatig aanwezig.",31/08/2015,,sec-6.27-2988896967,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.28,"De leerlingen gebruiken in wiskundige, natuurwetenschappelijke, technologische en STEM-contexten gepaste grootheden en eenheden in een correcte weergave.",Nee,"'- Symbolen van de grootheden en (SI)-eenheden voor massa, inhoud/volume, tijd, spanning, energie",'- Verband tussen verandering in een courante eenheid en verandering in een maatgetal bij herleidingen,"'- Gebruik van symbolen van de grootheden en (SI-) eenheden voor lengte, oppervlakte, massa, inhoud/volume, tijd, spanning, energie",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-6.28-3235056087,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.29,"Leerlingen gebruiken aangereikte modellen in wiskundige, natuurwetenschappelijke, technologische en STEM-contexten om te visualiseren en te beschrijven",Nee,,"'- Soorten modelvoorstellingen zoals tabellen, grafieken, diagrammen, schaalmodellen, schema's, schetsen","'- Modelvoorstellingen zoals tabellen, grafieken, diagrammen, schaalmodellen, schema's, schetsen",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-6.29-3849991069,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.30,De leerlingen passen stapsgewijs de wetenschappelijke methode toe om een aangereikte wetenschappelijke onderzoeksvraag te beantwoorden.,Nee,,'- Wetenschappelijke concepten uit de eindtermen van de eerste graad B-stroom,"'- Stappen in de wetenschappelijke methode: een verwachting verwoorden, een aangereikte methode/plan uitvoeren, data/waarnemingen ordenen, besluiten toelichten
- Onderzoekstechnieken: metingen, waarnemingen, experimenten en terreinstudies",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-6.30-4069303339,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.31,De leerlingen wenden kennis en vaardigheden uit meerdere STEM-disciplines geïntegreerd aan om een probleem op te lossen.,Nee,,"'- Wiskundige, natuurwetenschappelijk en technologische concepten uit de eindtermen van de eerste graad B-stroom","'- Toepassing van wiskundige, wetenschappelijke of technische principes om een aangereikt (deel)probleem op te lossen
- Integratie van deeloplossingen
- Evaluatie van de totaaloplossing",,,,beheersingsniveau analyseren,,,31/08/2015,,sec-6.31-649378003,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.32,De leerlingen illustreren de wisselwerking tussen STEM-disciplines onderling en met de maatschappij.,Nee,,"'- Relatie tussen maatschappelijke behoeften, keuzen en STEM-toepassingen",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-6.32-3684322202,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.33,"De leerlingen relateren verschillende STEM-beroepen en -opleidingen met natuurlijkwetenschappelijke, technologische, wiskundige en STEM- competenties.",Nee,,"'- Natuurlijkwetenschappelijke, technologische, wiskundige en STEM-concepten en vaardigheden
- STEM-beroepen en -opleidingen",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-6.33-55009399,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met getallen en hoeveelheden: getallenleer.,BG 6.1,De leerling voert met behulp van ICT bewerkingen uit in functionele contexten.,Nee,,"'- Getallen: grootte-orde, natuurlijke en negatieve getallen, eenvoudige procenten en breuken","'- Optelling, aftrekking, vermenigvuldiging, deling met natuurlijke getallen en positieve decimale getallen met maximaal 2 cijfers na de komma
- Berekening met procenten 
- Strategieën om handig te rekenen met natuurlijke getallen en positieve decimale getallen met maximaal 2 cijfers na de komma in herkenbare functionele situaties
- Schatting van grootte-orde van resultaten 
- Zinvolle afronding",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.1-1659017432,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-getallenleer
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met getallen en hoeveelheden: getallenleer.,BG 6.2,De leerling gebruikt informatie uit eenvoudige tabellen in functionele contexten.,Nee,,"'- Getallen: grootte-orde, natuurlijke en negatieve getallen, eenvoudige procenten en breuken","'- Interpretatie van gegevens
- Vergelijking van gegevens
- Bewerkingen met ICT in functie van informatieverwerking",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.2-520191195,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-getallenleer
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met getallen en hoeveelheden: getallenleer.,BG 6.3,De leerling gebruikt maatgetallen en eenheden van grootheden in functionele contexten.,Nee,"'- Courante eenheden voor tijd, lengte, oppervlakte, inhoud/volume en massa: uren, minuten, seconden, kilometer, meter, centimeter, millimeter, liter, deciliter, centiliter, milliliter, vierkante meter, kubieke meter, kilogram, gram","'- Onderscheid tussen lengte, oppervlakte en inhoud/volume
- Grootte-orde en maatsbesef van grootheden horende bij lengte, oppervlakte, inhoud/volume, tijd, massa","'- Interpretatie en bepaling van eenheden 
- Bepaling van lengte, tijd, massa
- Bewerkingen met ICT
- Schatting van grootte-orde van resultaten
- Zinvolle afronding",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.3-51479915,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-getallenleer
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met ruimte en vorm: meetkunde en metend rekenen.,BG 6.4,De leerling herkent meetkundige objecten en meetkundige relaties in  functionele contexten.,Nee,,"'- Onderscheid tussen vlakke figuren en ruimtefiguren
- Meetkundige relaties in het vlak: loodrechte hoeken, evenwijdige rechten
- Meetkundige objecten: driehoek, vierhoek (vierkant en rechthoek), cirkel, balk, kubus, bol",,,,,beheersingsniveau onthouden,,,31/08/2015,,sec-bg-6.4-3735138043,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-meetkunde-en-metend-rekenen
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met ruimte en vorm: meetkunde en metend rekenen.,BG 6.5,De leerling berekent omtrek en oppervlakte van een rechthoek in functionele contexten.,Nee,,'- Omtrek en oppervlakte,"'- Omtrek en oppervlakte van een rechthoek met gegeven formule, lengte en breedte 
- Bewerkingen met ICT",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.5-3715663252,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-meetkunde-en-metend-rekenen
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",BG 6.6,De leerling gebruikt wiskundige verhoudingen in functionele contexten.,Nee,,'- Gelijkwaardige wiskundige verhoudingen,"'- Verhoudingstabel
- Bewerkingen met ICT",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.6-2800946727,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,1ste graad,B-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met data en onzekerheid: zoals kansrekenen en statistiek.,BG 6.7,De leerling haalt informatie uit diagrammen in functionele contexten.,Nee,,"'- Staafdiagram, cirkeldiagram, lijndiagram","'- Waarden aflezen 
- Interpretatie van gegevens",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.7-45641153,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-kansrekenen-statistiek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Historische fenomenen situeren in een historisch referentiekader.,8.1,De leerlingen situeren historische elementen uit hun leefwereld en kenmerkende historische fenomenen in tijd en ruimte op een gegeven tijdlijn en op een relevante kaart.,Nee,"'- Tijdlijn, kaart, tijdstip, datum, tijdsduur, vroeger, nu, later, dag, week, maand, jaar, generatie en eeuw","'- Tijdlijn, kaart, tijdstip, datum, tijdsduur, vroeger, nu, later, dag, week, maand, jaar, generatie en eeuw
- Historische fenomenen zoals personen, plaatsen, gebeurtenissen",,,'◦ De gegeven tijdlijn omvat de zeven periodes van het courante westerse historische referentiekader (prehistorie - oude nabije oosten - klassieke oudheid - middeleeuwen - vroegmoderne tijd - moderne tijd - hedendaagse tijd) en een aantal kenmerken van die periodes,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.1-1915455687,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-tijdlijn
Secundair onderwijs,Gewoon,1ste graad,B-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Historische fenomenen situeren in een historisch referentiekader.,8.2,De leerlingen herkennen voor elke historische periode van het courante westerse historische referentiekader enkele gegeven kenmerken.,Nee,,"'- Bestuur, oorlog en vrede, economische activiteit, organisatie van het samenleven, mens- en wereldbeeld, kunst en cultuur",,,'◦ De gegeven tijdlijn omvat de zeven periodes van het courante westerse historische referentiekader (prehistorie - oude nabije oosten - klassieke oudheid - middeleeuwen - vroegmoderne tijd - moderne tijd - hedendaagse tijd),,beheersingsniveau onthouden,,,31/08/2015,,sec-8.2-1921886813,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-tijdlijn
Secundair onderwijs,Gewoon,1ste graad,B-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Kritisch reflecteren met en over historische bronnen.,8.3,"De leerlingen vergelijken aangereikte bronnen over eenzelfde historisch fenomeen, rekening houdend met de context van de maker(s).",Nee,,"'- Context van de maker(s) en het doelpubliek
- Geschreven, mondelinge, (audio-)visuele en materiële bronnen",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.3-3594515783,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-bronnenkritiek
Secundair onderwijs,Gewoon,1ste graad,B-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Tot beargumenteerde historische beeldvorming komen vanuit verschillende perspectieven.,8.4,De leerlingen illustreren de beeldvorming van historische elementen uit hun leefwereld en van historische fenomenen.,Nee,,"'- Context, (on)bedoeld handelen, meerdere perspectieven en de mogelijke gevolgen ervan
- Historische fenomenen zoals personen, plaatsen, gebeurtenissen
- Een selectie uit de hoger beschreven kenmerken: bestuur, oorlog en vrede, economische activiteit, organisatie van het samenleven, mens- en wereldbeeld, kunst en cultuur",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.4-944764473,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-beeldvorming
Secundair onderwijs,Gewoon,1ste graad,B-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,"Over de complexe relatie tussen verleden, heden en toekomst reflecteren en deze duiden.",8.5,De leerlingen vergelijken het heden met het verleden voor historische elementen uit hun leefwereld en voor historische fenomenen.,Nee,,"'- Gelijkenis en verschil, verandering, historische context
- Historische fenomenen zoals personen, plaatsen, gebeurtenissen
- Een selectie uit de hoger beschreven kenmerken: bestuur, oorlog en vrede, economische activiteit, organisatie van het samenleven, mens- en wereldbeeld, kunst en cultuur",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.5-2527296800,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-dynamieken
Secundair onderwijs,Gewoon,1ste graad,B-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,"Over de complexe relatie tussen verleden, heden en toekomst reflecteren en deze duiden.",8.6,De leerlingen lichten toe hoe mythevorming van historische fenomenen de historische beeldvorming vervormt.,Nee,,"'- Onderscheid geschiedenis-mythevorming
- Historische fenomenen zoals personen, plaatsen, gebeurtenissen
- Een selectie uit de hoger beschreven kenmerken: bestuur, oorlog en vrede, economische activiteit, organisatie van het samenleven, mens- en wereldbeeld, kunst en cultuur",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.6-1505843912,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-dynamieken
Secundair onderwijs,Gewoon,1ste graad,B-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Personen, plaatsen, patronen en processen situeren op verschillende ruimtelijke schaalniveaus en tijdsschalen.",9.1,De leerlingen lokaliseren personen en plaatsen op een globe en op relevante kaarten.,Nee,"'- Globe en wereldkaart: evenaar/nulmeridiaan, halfronden, polen, oceanen en werelddelen
- Andere relevante kaarten zoals wegenkaart, stratenplan en plattegrond","'- Globe en wereldkaart: evenaar/nulmeridiaan, halfronden, polen, oceanen en werelddelen
- Andere relevante kaarten zoals wegenkaart, stratenplan en plattegrond","'- Principes van lokalisatie op globe en wereldkaart: evenaar/nulmeridiaan, halfronden, polen, oceanen en werelddelen
- Principes van lokalisatie op andere relevante kaarten zoals wegenkaart, stratenplan en plattegrond",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-9.1-2875815998,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-ruimte-en-tijd
Secundair onderwijs,Gewoon,1ste graad,B-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Plaatsbegrip hanteren om lokale, nationale en internationale gebeurtenissen in een geografisch kader te plaatsen.",9.2,De leerlingen onderscheiden verschillende landschapselementen in een landschap.,Nee,"'- Natuurlijke en menselijke landschapselementen: zoals bos, gras, struiken, rivieren, beken, energieinfrastructuur, transportinfrastructuur, hoogbouw en laagbouw","'- Natuurlijke en menselijke landschapselementen, zoals elementen van vegetatie, waterwegen, infrastructuur en bebouwing",,,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal
◦ Wordt gerealiseerd met behulp van aangereikte bronnen",,beheersingsniveau begrijpen,,,31/08/2015,,sec-9.2-239623442,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-landschap-en-plaats
Secundair onderwijs,Gewoon,1ste graad,B-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Plaatsbegrip hanteren om lokale, nationale en internationale gebeurtenissen in een geografisch kader te plaatsen.",9.3,De leerlingen onderzoeken eenvoudige relaties in een landschap.,Nee,,"'- Eenvoudige ruimtelijke relaties zoals tussen bewoningsvormen en klimaat, reliëfvormen en toerisme, reliëfvormen en landbouw, landbouw en klimaat",'- Gebruik van geografische onderzoekstechnieken (selectie van relevante technieken uit eindterm 3.7),,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal",,beheersingsniveau analyseren,,,31/08/2015,,sec-9.3-3538745555,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-landschap-en-plaats
Secundair onderwijs,Gewoon,1ste graad,B-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Ruimtelijke patronen en processen aan het aardoppervlak verklaren als het resultaat van interacties tussen natuurlijke processen onderling, tussen menselijke processen onderling en tussen natuurlijke en menselijke processen.",9.4,De leerlingen illustreren dat landschappen veranderen onder invloed van natuurlijke oorzaken en menselijke ingrepen.,Nee,"'- Natuurlijke oorzaken: zoals aardbevingen, vulkanen, weersfenomenen
- Menselijke ingrepen: zoals energieinfrastructuur, transportinfrastructuur, hoogbouw, laagbouw, landbouw, toerisme en ontginning","'- Natuurlijke oorzaken: zoals aardbevingen, vulkanen, weersfenomenen
- Menselijke ingrepen: zoals infrastructuur, bebouwing en landgebruik",,,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal
◦ Wordt gerealiseerd met behulp van aangereikte bronnen",,beheersingsniveau begrijpen,,,31/08/2015,,sec-9.4-2030249946,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mens-en-leefomgeving
Secundair onderwijs,Gewoon,1ste graad,B-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Ruimtelijke patronen en processen aan het aardoppervlak verklaren als het resultaat van interacties tussen natuurlijke processen onderling, tussen menselijke processen onderling en tussen natuurlijke en menselijke processen.",9.5,De leerlingen herkennen voorbeelden van de impact van klimaatveranderingen.,Nee,"'- Voorbeelden van de impact van klimaatverandering zoals migratie, verandering in het landschap, verandering van biodiversiteit, stijging van de zeespiegel","'- Impact van klimaatverandering zoals migratie, verandering in het landschap, verandering van biodiversiteit, stijging van de zeespiegel",,,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal
◦ Wordt gerealiseerd met behulp van aangereikte bronnen",,beheersingsniveau begrijpen,,,31/08/2015,,sec-9.5-811360257,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-bstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-mens-en-leefomgeving
