Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,3de graad,,,,Aardwetenschappen,Specifieke eindtermen,Onderdeel van wetenschapsdomein,"Toegepaste aardwetenschappen: milieu, klimaat en landbouw",10.4.2,De leerlingen analyseren de invloed van land- en tuinbouw op een ecosysteem.,Nee,'- Vakterminologie inherent aan de afbakening van de specifieke eindterm,"'- Invloeden van land- en tuinbouw 
‣ Kenmerken, oorzaken en gevolgen van milieuverstoringen zoals vermesting, verzuring, verdroging
‣ Kenmerken en gevolgen van maatregelen in functie van duurzaam ruimtegebruik","'- Systeemdenken
- Gebruiken van geografische hulpbronnen en terreintechnieken",,,,beheersingsniveau analyseren,,,"Agrotechnieken dier
Agrotechnieken plant
Natuur- en groentechnieken
Tuinaanleg en beheer",,,sec-10.4.2-1751960231,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Aardwetenschappen,Specifieke eindtermen,Onderdeel van wetenschapsdomein,"Toegepaste aardwetenschappen: milieu, klimaat en landbouw",10.4.3,De leerlingen evalueren systemen en technieken voor land- en tuinbouw in functie van duurzaamheid.,Nee,'- Vakterminologie inherent aan de afbakening van de specifieke eindterm,"'- Landbouwbeleid met inbegrip van beleidsinstrumenten
- Land- en tuinbouwsystemen zoals intensief, extensief, grondgebonden, biologisch, grootschalig
- Land- en tuinbouwtechnieken
- Concepten uit de specifieke eindtermen 10.4.1 en 10.4.2","'- Systeemdenken
- Gebruiken van geografische hulpbronnen en terreintechnieken 
- Evalueren van systemen en technieken in functie van duurzaamheid",,,,beheersingsniveau evalueren,,,"Agrotechnieken dier
Agrotechnieken plant
Natuur- en groentechnieken
Tuinaanleg en beheer",,,sec-10.4.3-2115441019,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Generieke doorstroomcompetenties,1.1.1,De leerlingen ontwikkelen een onderzoekende houding.,Ja,,,,,,,,,,"Agrotechnieken dier
Agrotechnieken plant
Architecturale vorming
Architectuur en interieur
Audiovisuele vorming
Autotechnieken
Bakkerijtechnieken (3de graad)
Ballet (3de graad)
Bedrijfsorganisatie
Bedrijfswetenschappen (3de graad)
Beeldende kunst
Beeldende vorming
Binnenvaarttechnieken (3de graad)
Biotechnologische en chemische STEM-wetenschappen
Biotechnologische en chemische technieken
Bouw- en houtwetenschappen
Bouwtechnieken (3de graad)
Commerciële organisatie
Crossmedia
Dans (3de graad)
Defensie en veiligheid
Economie-Moderne talen
Economie-Wiskunde
Elektromechanische technieken (3de graad)
Elektronicatechnieken
Elektrotechnieken (3de graad)
Fotografie (3de graad)
Gezondheidszorg
Grafimedia
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Horeca (3de graad)
Houttechnieken (3de graad)
Humane wetenschappen (3de graad)
Industriële ICT
Informatica- en communicatiewetenschappen
Internationale handel en logistiek
Koel- en warmtetechnieken
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Martitieme technieken dek (3de graad)
Martitieme technieken motoren (3de graad)
Mechanische vormgevingstechnieken
Mechatronica
Mode
Moderne talen-Wetenschappen
Muziek (3de graad)
Natuur- en groentechnieken
Optiektechnieken
Opvoeding en begeleiding
Orthopedietechnieken
Podiumtechnieken
Rudolf Steinerpedagogie (3de graad)
Slagerij-Traiteurtechnieken
Sportbegeleiding
Sportwetenschappen (3de graad)
Taal en communicatie (3de graad)
Taal en communicatiewetenschappen
Tandtechnieken
Technologische wetenschappen en engineering
Textielontwerp en prototyping (3de graad)
Textielproductietechnieken (3de graad)
Toerisme (3de graad)
Topsport (dubbele finaliteit) (3de graad)
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Tuinaanleg en beheer
Vliegtuigtechnieken
Wellness en schoonheid
Welzijnswetenschappen
Wetenschappen-Wiskunde
Woordkunst-drama (3de graad)
Yeshiva (3de graad)",,,sec-1.1.1-1451156578,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Generieke doorstroomcompetenties,1.1.2,"De leerlingen beoordelen informatie kritisch op bruikbaarheid, validiteit en betrouwbaarheid in functie van hun informatiebehoefte.",Nee,,"'- Bruikbaarheid, validiteit en betrouwbaarheid 
- Digitale en niet-digitale bronnen met aandacht voor onderscheidende criteria zoals het doel, het publiek, de context van een bron  
- Criteria om de bruikbaarheid, validiteit en betrouwbaarheid van informatie uit digitale en niet-digitale bronnen te toetsen
- Zoekstrategieën voor bronnen en informatie","'- Omschrijven van een concrete informatiebehoefte
- Toepassen van criteria om de bruikbaarheid, validiteit en betrouwbaarheid van informatie uit digitale en niet-digitale bronnen te toetsen",,'◦ De specifieke eindterm wordt gerealiseerd met inhouden van andere specifieke eindtermen van de studierichting.,,beheersingsniveau evalueren,,,"Agrotechnieken dier
Agrotechnieken plant
Architecturale vorming
Architectuur en interieur
Audiovisuele vorming
Autotechnieken
Bakkerijtechnieken (3de graad)
Ballet (3de graad)
Bedrijfsorganisatie
Bedrijfswetenschappen (3de graad)
Beeldende kunst
Beeldende vorming
Binnenvaarttechnieken (3de graad)
Biotechnologische en chemische STEM-wetenschappen
Biotechnologische en chemische technieken
Bouw- en houtwetenschappen
Bouwtechnieken (3de graad)
Commerciële organisatie
Crossmedia
Dans (3de graad)
Defensie en veiligheid
Economie-Moderne talen
Economie-Wiskunde
Elektromechanische technieken (3de graad)
Elektronicatechnieken
Elektrotechnieken (3de graad)
Fotografie (3de graad)
Gezondheidszorg
Grafimedia
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Horeca (3de graad)
Houttechnieken (3de graad)
Humane wetenschappen (3de graad)
Industriële ICT
Informatica- en communicatiewetenschappen
Internationale handel en logistiek
Koel- en warmtetechnieken
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Martitieme technieken dek (3de graad)
Martitieme technieken motoren (3de graad)
Mechanische vormgevingstechnieken
Mechatronica
Mode
Moderne talen-Wetenschappen
Muziek (3de graad)
Natuur- en groentechnieken
Optiektechnieken
Opvoeding en begeleiding
Orthopedietechnieken
Podiumtechnieken
Rudolf Steinerpedagogie (3de graad)
Slagerij-Traiteurtechnieken
Sportbegeleiding
Sportwetenschappen (3de graad)
Taal en communicatie (3de graad)
Taal en communicatiewetenschappen
Tandtechnieken
Technologische wetenschappen en engineering
Textielontwerp en prototyping (3de graad)
Textielproductietechnieken (3de graad)
Toerisme (3de graad)
Topsport (dubbele finaliteit) (3de graad)
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Tuinaanleg en beheer
Vliegtuigtechnieken
Wellness en schoonheid
Welzijnswetenschappen
Wetenschappen-Wiskunde
Woordkunst-drama (3de graad)
Yeshiva (3de graad)",,,sec-1.1.2-1756169841,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Generieke doorstroomcompetenties,1.1.3,De leerlingen doorlopen een onderzoeksproces in functie van een onderzoeksvraag.,Nee,,"'- Fasen in een onderzoeksproces
- Probleemoriëntatie en -analyse met inbegrip van invalshoeken van een probleem
- Onderzoeksvraag en deelvraag
- Hypothese
- Criteria voor een onderzoeksvraag zoals onderzoekbaar, haalbaar, eenduidig, afgebakend, relevant, beknopt, vraagvorm
- Criteria voor een hypothese zoals toetsbaar, eenduidig, afgebakend, relevant, beknopt
- Criteria voor een conclusie zoals onderzoeksgebaseerd, bondig, relevant, eenduidig, gestructureerd
- Onderzoekstechnieken
‣ Kwantitatief en kwalitatief
‣ Soorten zoals experiment, meting, observatie, interview, enquête, algoritme opstellen 
- Verwerkingsactiviteiten zoals verbanden leggen, ordenen, analyseren","'- Uitvoeren van een (beknopte) probleemoriëntatie en -analyse 
- Afbakenen van een probleemstelling en onderzoeksvraag
- Formuleren van een onderzoeksvraag met (indien nodig) deelvragen en bijhorende hypothese(n) aan de hand van criteria
- Uitwerken van een eenvoudig onderzoeksopzet met tijdsplanning
‣ Bepalen van een geschikte onderzoekstechniek
‣ Uitwerken van een onderzoekstechniek
- Verzamelen van data
- Kritische beoordelen van data
- Kwantitatief of kwalitatief verwerken van data
- Interpreteren van de onderzoeksresultaten in relatie tot de onderzoeksvraag, deelvragen en bijhorende hypothese(n) 
- Formuleren van een onderbouwde conclusie bij de onderzoeksvraag, (indien van toepassing) deelvragen en bijhorende hypothese(n) aan de hand van criteria
- Formuleren van aanbevelingen rekening houdend met het onderzoeksproces en de onderzoeksresultaten
- Toepassen van reflectievaardigheden","'- Eigen onderzoekscompetenties
- Zelfkennis als lerende
‣ Eigen mogelijkheden en beperkingen
‣ Eigen leerproces en leerresultaat in functie van de regulatie ervan",'◦ De specifieke eindterm wordt gerealiseerd met inhouden van andere specifieke eindtermen van de studierichting.,,beheersingsniveau creëren,,,"Agrotechnieken dier
Agrotechnieken plant
Architecturale vorming
Architectuur en interieur
Audiovisuele vorming
Autotechnieken
Bakkerijtechnieken (3de graad)
Ballet (3de graad)
Bedrijfsorganisatie
Bedrijfswetenschappen (3de graad)
Beeldende kunst
Beeldende vorming
Binnenvaarttechnieken (3de graad)
Biotechnologische en chemische STEM-wetenschappen
Biotechnologische en chemische technieken
Bouw- en houtwetenschappen
Bouwtechnieken (3de graad)
Commerciële organisatie
Crossmedia
Dans (3de graad)
Defensie en veiligheid
Economie-Moderne talen
Economie-Wiskunde
Elektromechanische technieken (3de graad)
Elektronicatechnieken
Elektrotechnieken (3de graad)
Fotografie (3de graad)
Gezondheidszorg
Grafimedia
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Horeca (3de graad)
Houttechnieken (3de graad)
Humane wetenschappen (3de graad)
Industriële ICT
Informatica- en communicatiewetenschappen
Internationale handel en logistiek
Koel- en warmtetechnieken
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Martitieme technieken dek (3de graad)
Martitieme technieken motoren (3de graad)
Mechanische vormgevingstechnieken
Mechatronica
Mode
Moderne talen-Wetenschappen
Muziek (3de graad)
Natuur- en groentechnieken
Optiektechnieken
Opvoeding en begeleiding
Orthopedietechnieken
Podiumtechnieken
Rudolf Steinerpedagogie (3de graad)
Slagerij-Traiteurtechnieken
Sportbegeleiding
Sportwetenschappen (3de graad)
Taal en communicatie (3de graad)
Taal en communicatiewetenschappen
Tandtechnieken
Technologische wetenschappen en engineering
Textielontwerp en prototyping (3de graad)
Textielproductietechnieken (3de graad)
Toerisme (3de graad)
Topsport (dubbele finaliteit) (3de graad)
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Tuinaanleg en beheer
Vliegtuigtechnieken
Wellness en schoonheid
Welzijnswetenschappen
Wetenschappen-Wiskunde
Woordkunst-drama (3de graad)
Yeshiva (3de graad)",,,sec-1.1.3-2152522423,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Generieke doorstroomcompetenties,1.1.4,"De leerlingen identificeren wetenschappelijke, populair-wetenschappelijke en niet-wetenschappelijke teksten aan de hand van kenmerken.",Nee,,"'- Kenmerken van domeinspecifieke wetenschappelijke, populair-wetenschappelijke en niet-wetenschappelijke teksten zoals genre, opbouw, structuur, terminologie, stijl, doel, doelgroep, vormen van onderbouwing, verwijzing naar bronnen, functionaliteit van illustraties","'- Toepassen van kenmerken om wetenschappelijke, populair-wetenschappelijke en niet-wetenschappelijke teksten te identificeren",,'◦ De specifieke eindterm wordt gerealiseerd met inhouden van andere specifieke eindtermen van de studierichting.,,beheersingsniveau toepassen,,,"Agrotechnieken dier
Agrotechnieken plant
Architecturale vorming
Architectuur en interieur
Audiovisuele vorming
Autotechnieken
Bakkerijtechnieken (3de graad)
Ballet (3de graad)
Bedrijfsorganisatie
Bedrijfswetenschappen (3de graad)
Beeldende kunst
Beeldende vorming
Binnenvaarttechnieken (3de graad)
Biotechnologische en chemische STEM-wetenschappen
Biotechnologische en chemische technieken
Bouw- en houtwetenschappen
Bouwtechnieken (3de graad)
Commerciële organisatie
Crossmedia
Dans (3de graad)
Defensie en veiligheid
Economie-Moderne talen
Economie-Wiskunde
Elektromechanische technieken (3de graad)
Elektronicatechnieken
Elektrotechnieken (3de graad)
Fotografie (3de graad)
Gezondheidszorg
Grafimedia
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Horeca (3de graad)
Houttechnieken (3de graad)
Humane wetenschappen (3de graad)
Industriële ICT
Informatica- en communicatiewetenschappen
Internationale handel en logistiek
Koel- en warmtetechnieken
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Martitieme technieken dek (3de graad)
Martitieme technieken motoren (3de graad)
Mechanische vormgevingstechnieken
Mechatronica
Mode
Moderne talen-Wetenschappen
Muziek (3de graad)
Natuur- en groentechnieken
Optiektechnieken
Opvoeding en begeleiding
Orthopedietechnieken
Podiumtechnieken
Rudolf Steinerpedagogie (3de graad)
Slagerij-Traiteurtechnieken
Sportbegeleiding
Sportwetenschappen (3de graad)
Taal en communicatie (3de graad)
Taal en communicatiewetenschappen
Tandtechnieken
Technologische wetenschappen en engineering
Textielontwerp en prototyping (3de graad)
Textielproductietechnieken (3de graad)
Toerisme (3de graad)
Topsport (dubbele finaliteit) (3de graad)
Topsport-Bedrijfswetenschappen
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Tuinaanleg en beheer
Vliegtuigtechnieken
Wellness en schoonheid
Welzijnswetenschappen
Wetenschappen-Wiskunde
Woordkunst-drama (3de graad)
Yeshiva (3de graad)",,,sec-1.1.4-3099776561,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Historisch en cultureel bewustzijn,1.2.1,"De leerlingen onderscheiden voor de middeleeuwen, de vroegmoderne tijd, de moderne tijd en de hedendaagse tijd kenmerken van westerse en niet-westerse samenlevingen, gelijkenissen en verschillen in kenmerken tussen samenlevingen, gelijkenissen en verschillen in kenmerken van samenlevingen uit vorige periodes, evenals kenmerken van interculturele contacten.",Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Kenmerken van westerse en niet-westerse samenlevingen uit de middeleeuwen, de vroegmoderne tijd, de moderne tijd en de hedendaagse tijd voor elk van de maatschappelijke domeinen:
# Politiek: staatsvorming en veranderende territoriale invulling; imperialisme; (neo)kolonialisme; dekolonisatie; politieke ideologieën; natie; politieke revolutie bestuurlijke organisatie en staatsvormen (zoals monarchie, republiek, stadstaat, absolutisme, totalitaire staat, rechtsstaat, dictatuur, democratie) met kenmerken zoals grondwet, vertegenwoordiging, (de)centralisatie, rechtspraak, volkssoevereiniteit; bureaucratie; principes van internationale veiligheid en internationaal recht; mensenrechten; supranationale en intergouvernementele organisaties; breuklijnen; staatshervormingen; meritocratie 
# Sociaal: gelaagde samenleving; nomadische, agrarische, industriële en postindustriële samenleving; stedelijke samenleving; (on)gelijkheid; (on)vrijheid; slavernij; oorlog, geweld en vrede; genocide; minderheden; migratie; verzorgingsstaat; welvaartsstaat; kenmerken zoals gezinsorganisatie; demografische processen; interactie met natuur; wij-zij-denken; burgerrechten; onderdrukking en emancipatie; sociale bewegingen
# Cultureel: kunst- en cultuuruitingen; filosofie; levensbeschouwing en levensbeschouwelijke organisatie; religieuze hervormingen en breuk; secularisatie; moderniteit; multiculturele samenleving; etnocentrisme; diversiteit; wetenschappen en technologie; drukkunst; informatie- en communicatie(r)evolutie; kenmerken zoals tradities en gewoonten; mens- en wereldbeelden; mentaliteiten; culturele en artistieke stromingen; onderwijs; voedingspatronen; vrijetijdsbeleving; propaganda; symbolen; conservatisme en progressivisme; fundamentalisme
# Economisch: economische systemen en theorieën; landbouw; nijverheid; handel; economische sectoren; industrialisering; mondialisering; kapitalisme; koopkracht en levensstandaard; arbeidsorganisatie; productiemethoden; grondstoffen en materialen; energiebronnen; consumptiemaatschappij; kenmerken zoals vraag en aanbod; concurrentie; commercialisering; overheidsregulering; transport(r)evolutie; innovatie;
conjunctuur","'- Kenmerken van westerse en niet-westerse samenlevingen uit de middeleeuwen, de vroegmoderne tijd, de moderne tijd en de hedendaagse tijd voor elk van de maatschappelijke domeinen:
‣ Politiek: staatsvorming en veranderende territoriale invulling; imperialisme; (neo)kolonialisme; dekolonisatie; politieke ideologieën; natie; politieke revolutie; bestuurlijke organisatie en staatsvormen (zoals monarchie, republiek, stadstaat, absolutisme, totalitaire staat, rechtsstaat, dictatuur, democratie) met kenmerken zoals grondwet, vertegenwoordiging, (de)centralisatie, rechtspraak, volkssoevereiniteit; bureaucratie; principes van internationale veiligheid en internationaal recht; mensenrechten; supranationale en intergouvernementele organisaties; breuklijnen; staatshervormingen; meritocratie
‣ Sociaal: gelaagde samenleving; nomadische, agrarische, industriële en postindustriële samenleving; stedelijke samenleving; (on)gelijkheid; (on)vrijheid; slavernij; oorlog, geweld en vrede; genocide; minderheden; migratie; verzorgingsstaat; welvaartsstaat; kenmerken zoals gezinsorganisatie; demografische processen; interactie met natuur; wij-zij-denken; burgerrechten; onderdrukking en emancipatie; sociale bewegingen
‣ Cultureel: kunst-en cultuuruitingen; filosofie; levensbeschouwing en levensbeschouwelijke organisatie; religieuze hervormingen en breuk; secularisatie; moderniteit; multiculturele samenleving; etnocentrisme; diversiteit; wetenschappen en technologie; drukkunst; informatie- en communicatie(r)evolutie; kenmerken zoals tradities en gewoonten; mens- en wereldbeelden; mentaliteiten; culturele en artistieke stromingen; onderwijs; voedingspatronen; vrijetijdsbeleving; propaganda; symbolen; conservatisme en progressivisme; fundamentalisme
‣ Economisch: economische systemen en theorieën; landbouw; nijverheid; handel; economische sectoren; industrialisering; mondialisering; kapitalisme; koopkracht en levensstandaard; arbeidsorganisatie; productiemethoden; grondstoffen en materialen; energiebronnen; consumptiemaatschappij; kenmerken zoals vraag en aanbod; concurrentie; commercialisering; overheidsregulering; transport(r)evolutie; innovatie; conjunctuur
- Verbanden en dynamiek tussen de maatschappelijke domeinen
- Gelijkenissen en verschillen in dezelfde periode (synchroon) en tussen verschillende periodes (diachroon)
- Aard van de interculturele contacten zoals gelijke of ongelijke machtsverhouding, vreedzaam of gewelddadig contact, wederkerigheid of uitbuiting in het contact, cultuurvermenging of dominantie, wederzijdse perceptie, wederzijdse impact, homogenisering, in-group of out-group 
- Betekenisverschuiving van (historische) begrippen in de tijd of naargelang de discipline",'- Hanteren van meerdere perspectieven (multiperspectiviteit),,,,beheersingsniveau analyseren,,,"Economie-Moderne talen
Economie-Wiskunde
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Humane wetenschappen (3de graad)
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Moderne talen-Wetenschappen
Rudolf Steinerpedagogie (3de graad)
Sportwetenschappen (3de graad)
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Wetenschappen-Wiskunde
Yeshiva (3de graad)",,,sec-1.2.1-3825659045,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Historisch en cultureel bewustzijn,1.2.2,"De leerlingen evalueren een historische vraag op basis van de soort, de onderzoekbaarheid en de situering ervan in het historisch referentiekader.",Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Structuurbegrippen met betrekking tot
# Tijd: millennium, eeuw, jaar, tijdrekening, chronologie, periode, continuïteit, verandering, breuk, evolutie, revolutie, duur, gelijktijdigheid, ongelijktijdigheid
# Ruimte: lokaal, regionaal, (West-)Europees, westers en niet-westers, mondiaal, centrum-periferie, opengesloten ruimte, stedelijk en ruraal, continentaal en maritiem
# Maatschappelijke domeinen: politiek, sociaal, cultureel, economisch
‣ Structuurbegrippen met betrekking tot typische historische redeneerwijzen: oorzaak en gevolg, toeval, perspectief, historische inleving, continuïteit, verandering, argument, bewijs, gelijktijdigheid en ongelijktijdigheid, bedoelde en onbedoelde handelingen en gevolgen en structuurbegrippen zoals structurele en incidentele oorzaak, historische contextualisering, de menselijke en structurele (f)actoren (agency), analogie, verband, veralgemening, stereotypering","'- Standplaatsgebondenheid
- Soorten historische vragen: vraag over het verleden, over de relatie verleden-heden, over de totstandkoming van historische kennis of over representaties van het verleden
- Criteria voor de onderzoekbaarheid van een vraag zoals afbakening in tijd, ruimte of maatschappelijk domein, bestaan van bronnen, relevantie van bronnen, gebruik van historische redeneerwijzen, beschikbare tijd en middelen","'- Toepassen van historische redeneerwijzen: causaal redeneren, meerdere perspectieven hanteren, zich inleven in de context van het verleden, continuïteit en verandering analyseren, bewijs gebruiken, actualiseren en historiseren, tussen historische feiten verbanden leggen en historische redeneerwijzen zoals historisch contextualiseren, over bronnen reflecteren, de menselijke en de structurele (f)actoren (agency) benoemen,
historische analogieën leggen, veralgemening en stereotypering onderzoeken",,,,beheersingsniveau evalueren,,,"Economie-Moderne talen
Economie-Wiskunde
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Humane wetenschappen (3de graad)
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Moderne talen-Wetenschappen
Rudolf Steinerpedagogie (3de graad)
Sportwetenschappen (3de graad)
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Wetenschappen-Wiskunde
Yeshiva (3de graad)",,,sec-1.2.2-3992895483,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Historisch en cultureel bewustzijn,1.2.3,"De leerlingen formuleren een onderzoekbare historische vraag, gebruik makend van historische en structuurbegrippen.",Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Structuurbegrippen met betrekking tot
# Tijd: decennium, millennium, eeuw, jaar, tijdrekening, chronologie, periode, continuïteit, verandering, breuk, evolutie, revolutie, duur, gelijktijdigheid, ongelijktijdigheid, cyclische en lineaire tijd, korte en lange termijn
# Ruimte: lokaal, regionaal, nationaal, (West-)Europees, westers en niet-westers, mondiaal, centrum-periferie, open-gesloten ruimte, stedelijk en ruraal, continentaal en maritiem, werkelijke en ervaren afstand
# Maatschappelijke domeinen: politiek, sociaal, cultureel, economisch
‣ Structuurbegrippen met betrekking tot typische historische redeneerwijzen: structurele en incidentele oorzaak, oorzaak en gevolg, toeval, perspectief, historische inleving, historische contextualisering, continuïteit, verandering, argument, bewijs, gelijktijdigheid en ongelijktijdigheid, bedoelde en onbedoelde handelingen en gevolgen, de menselijke en structurele (f)actoren (agency), analogie, verband, veralgemening, stereotypering,
uniek en recurrent","'- Standplaatsgebondenheid
- Soorten historische vragen: vraag over het verleden, over de relatie verleden-heden, over de totstandkoming van historische kennis of over representaties van het verleden met inbegrip van micro- of macrogeschiedenis
- Doel van de vraag: beschrijvend, verklarend, vergelijkend, beoordelend
- Criteria voor de onderzoekbaarheid van een vraag zoals afbakening in tijd, ruimte of maatschappelijk domein, bestaan van bronnen, relevantie van bronnen, gebruik van historische redeneerwijzen, beschikbare tijd en middelen
- Hypothese","'- Toepassen van historische redeneerwijzen: causaal redeneren, meerdere perspectieven hanteren, zich inleven in de context van het verleden, historisch contextualiseren, continuïteit en verandering analyseren, bewijs gebruiken, actualiseren en historiseren, over bronnen reflecteren, de menselijke en de structurele(f)actoren (agency) benoemen, historische analogieën leggen, tussen historische feiten verbanden leggen, veralgemening en stereotypering onderzoeken, het unieke van het recurrente onderscheiden",,,,beheersingsniveau creëren,,,"Economie-Moderne talen
Economie-Wiskunde
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Humane wetenschappen (3de graad)
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Moderne talen-Wetenschappen
Rudolf Steinerpedagogie (3de graad)
Sportwetenschappen (3de graad)
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Wetenschappen-Wiskunde
Yeshiva (3de graad)",,,sec-1.2.3-3316933527,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
Secundair onderwijs,Gewoon,3de graad,,,,Algemene doorstroomcompetenties,Specifieke eindtermen,Onderdeel van wetenschapsdomein,Historisch en cultureel bewustzijn,1.2.4,"De leerlingen formuleren een antwoord op actuele maatschappelijke uitdagingen op grond van historische argumenten, rekening houdend met het verschil in context tussen vroeger en vandaag.",Nee,"'- Vakterminologie inherent aan de afbakening van de specifieke eindterm waaronder
‣ Structuurbegrippen met betrekking tot
# Tijd: millennium, eeuw, jaar, tijdrekening, chronologie, periode, continuïteit, verandering, breuk, evolutie, revolutie, duur, gelijktijdigheid, ongelijktijdigheid
# Ruimte: lokaal, regionaal, (West-)Europees, westers en niet-westers, mondiaal, centrum-periferie, opengesloten ruimte, stedelijk en ruraal, continentaal en maritiem
# Maatschappelijke domeinen: politiek, sociaal, cultureel, economisch
‣ De zeven periodes van het courante westerse historische referentiekader: de  prehistorie, het oude nabije oosten, de klassieke oudheid, de middeleeuwen, de vroegmoderne tijd, de moderne tijd, de hedendaagse tijd 
‣ Een selectie van de kenmerken van de moderne tijd en de hedendaagse tijd vermeld in de feitenkennis van specifieke eindterm 1.2.1
‣ Structuurbegrippen met betrekking tot typische historische redeneerwijzen vermeld in de feitenkennis van specifieke eindterm 1.2.3","'- De zeven periodes van het courante westerse historische referentiekader: de prehistorie, het oude nabije oosten, de klassieke oudheid, de middeleeuwen, de vroegmoderne tijd, de moderne tijd, de hedendaagse tijd
- Een selectie van de kenmerken van moderne tijd en de hedendaagse tijd vermeld in de conceptuele kennis van specifieke eindterm 1.2.1
- Presentisme, determinisme, systeemdenken",'- Toepassen van historische redeneerwijzen vermeld in de procedurele kennis van specifieke eindterm 1.2.3,,'◦ De specifieke eindterm wordt gerealiseerd binnen de democratische principes van de rechtsstaat.,,beheersingsniveau creëren,,,"Economie-Moderne talen
Economie-Wiskunde
Grieks-Latijn (3de graad)
Grieks-Wiskunde
Humane wetenschappen (3de graad)
Latijn-Moderne talen
Latijn-Wetenschappen
Latijn-Wiskunde
Moderne talen-Wetenschappen
Rudolf Steinerpedagogie (3de graad)
Sportwetenschappen (3de graad)
Topsport-Economie (3de graad)
Topsport-Wetenschappen
Wetenschappen-Wiskunde
Yeshiva (3de graad)",,,sec-1.2.4-3193995309,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3,,
