Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen,Verwant wetenschapsdomein
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Bewegingswetenschappen,Cesuurdoelen,Onderdeel van wetenschapsdomein,Topsport,13.4.1,De leerlingen voeren de topsportactiviteiten uit conform het ontwikkelingsplan topsport zoals opgesteld door de betrokken topsportfederatie.,Nee,"'- Vakterminologie inherent aan de topsport- Kenmerken van kracht, lenigheid, uithouding, snelheid, coördinatie en evenwicht (KLUSCE)","'- Technieken conform het ontwikkelingsplan topsport- Tactieken conform het ontwikkelingsplan topsport- Principes van de bevordering van kracht, lenigheid, uithouding, snelheid, coördinatie en evenwicht (KLUSCE) binnen de drie bewegingsdomeinen en binnen de eigen leeftijdsgroep- Trainingsprincipes- Motorisch leerproces- Prestatiedoel en prestatienorm- Principes van ethisch verantwoord sporten",'- Toepassen van technieken conform het ontwikkelingsplan topsport- Toepassen van tactieken conform het ontwikkelingsplan topsport- Adequaat gebruiken van materiaal en uitrusting- Toepassen van trainingsprincipes- Bijsturen en optimaliseren van technieken conform het ontwikkelingsplan topsport- Bijsturen en optimaliseren van tactieken conform het ontwikkelingsplan topsport- Toepassen van principes van ethisch verantwoord sporten,,,,beheersingsniveau toepassen,,"Een vaardigheid, in combinatie met ander vaardigheden, natuurlijk en automatisch toepassen: bewegingen/handelingen zijn accuraat, consistent en efficiënt. Essentiële elementen van een beweging/handeling zijn altijd aanwezig.","Topsport (dubbele finaliteit) (2de graad)
Topsport-Economie (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-13.4.1-1710516432,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-bewegingswetenschappen
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Biologie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide biologie,8.1.6,De leerlingen leggen het belang van micro-organismen uit aan de hand van structuur of voortplanting.,Nee,"'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder bacterie, protozoa, alg, schimmel, virus","'- Groepen micro-organismen: bacteriën, protozoa, eencellige algen, eencellige schimmels- Virussen in relatie tot het driedomeinensysteem- Structuur: genetisch materiaal, celmembraan, celorganellen, celwand, eiwitmantel- Voortplanting: celdeling, asexueel, sexueel, groeifasen bij bacteriën- Vermenigvuldiging bij virussen: gastheerafhankelijkheid- Belang van micro-organismen zoals in de voeding, in de geneeskunde, tijdens fysiologische processen bij de mens, in de natuur bij materiekringlopen",,,,,beheersingsniveau begrijpen,,,"Biotechnologische STEM wetenschappen
Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-8.1.6-2153937481,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-biologie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De dynamiek en de gelaagdheid van (eigen) identiteiten duiden.,7.1,De leerlingen lichten toe hoe persoonlijke identiteiten zich verhouden tot verschillende groepsidentiteiten.,Nee,"'- Persoonlijke identiteit, groepsidentiteit","'- Aspecten van persoonlijke identiteiten zoals biologische aspecten, persoonlijkheidstrekken, familiale achtergrond
- Aspecten van de identiteit van regionale, nationale of supranationale groepen, zoals de Vlaamse, de Belgische, de Europese en de niet-Europese
- Aspecten van de identiteit van verschillende sociale groepen zoals subculturen, gender-gerelateerde groepen, socio-economische groepen, levensbeschouwelijke groepen
- Mens- en wereldbeeld",,'- Aspecten van de eigen identiteiten,'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: 'Global Citizenship Education -Topics and  Learning Objectives - UNESCO (2015)'.,,beheersingsniveau begrijpen,"Open staan voor opvattingen, gedrag, gebeurtenissen, informatie, taken, strategieën,…",,,31/08/2017,,sec-7.1-3240984483,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-identiteit,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.2,De leerlingen gaan respectvol en constructief om met individuen en groepen in een diverse samenleving.,Ja,,,,,,,,,,,31/08/2017,,sec-7.2-3813952046,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.3,De leerlingen hanteren strategieën om respectvol en constructief om te gaan met individuen en groepen in een diverse samenleving.,Nee,"'- Respect, conflictsituatie, gemeenschappelijke afspraak, diversiteit","'- Diversiteit in de samenleving, met aandacht voor meerdere aspecten van diversiteit zoals fysieke, cognitieve, sociale, culturele en levensbeschouwelijke aspecten 
- Respect, conflictsituatie, diversiteit
- Gemeenschappelijke afspraken: betekenis en eigenschappen","'- Toepassen van strategieën om respectvol en constructief met elkaar om te gaan zoals meerdere perspectieven innemen (multiperspectiviteit), gemeenschappelijke afspraken maken, afspraken naleven, over de omgang met elkaar reflecteren 
- Toepassen van strategieën om in conflictsituaties respectvol en constructief met elkaar om te gaan zoals actief luisteren, creatief denken en gedachten uiten",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,,31/08/2017,,sec-7.3-2081111273,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.4,"De leerlingen hanteren aangereikte strategieën om met vooroordelen, stereotypering, machtsmisbruik en groepsdruk om te gaan.",Nee,"'- Vooroordeel, stereotypering, machtsmisbruik en groepsdruk",,"'- Toepassen van strategieën om met vooroordelen, stereotypering, machtsmisbruik en groepsdruk om te gaan zoals zich informeren, kwesties bespreekbaar maken, negatieve aspecten benoemen en gepast reageren",,,,beheersingsniveau toepassen,,,,31/08/2017,,sec-7.4-111624855,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.5,De leerlingen onderscheiden de voordelen en de uitdagingen verbonden aan samenleven en samenwerken in diversiteit.,Nee,'- Diversiteit,"'- Eigenschappen van een diverse samenleving, met aandacht voor meerdere aspecten van diversiteit zoals fysieke, mentale, cognitieve, socio-economische en culturele aspecten
- Voordelen van diversiteit zoals culturele verrijking, uitwisseling van ideeën, economische uitwisseling
- Uitdagingen van diversiteit zoals meningsverschillen, verschillende belangen, verschillende referentiekaders van waaruit men denkt en handelt, risico van groepsdenken en uitsluiting
- Eigenschappen van verschillende vormen van samenleven van sociale groepen zoals multiculturalisme, monoculturalisme, integratie, assimilatie,  inclusie, exclusie",'- Toepassen van strategieën om de voordelen en de uitdagingen verbonden aan samenleven en samenwerken in diversiteit te onderscheiden,,'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: 'Global Citizenship Education -Topics and  Learning Objectives - UNESCO (2015)'.,,beheersingsniveau analyseren,,,,31/08/2017,,sec-7.5-843726244,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.6,"De leerlingen illustreren met historische en actuele voorbeelden vormen van onverdraagzaamheid, discriminatie en racisme.",Nee,,"'- De betekenis en impact van onverdraagzaamheid, discriminatie en racisme",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.6-893283537,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Geïnformeerd en beargumenteerd met elkaar in dialoog gaan.,7.7,De leerlingen zijn bereid om in dialoog hun mening te ontwikkelen en bij te sturen.,Ja,,,,,,,,,,,31/08/2017,,sec-7.7-30182697,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-dialoog,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Geïnformeerd en beargumenteerd met elkaar in dialoog gaan.,7.8,De leerlingen hanteren aangereikte strategieën om op een geïnformeerde wijze in dialoog te gaan over maatschappelijke uitdagingen.,Nee,,'- Betrouwbare informatie en conclusie,"'- Toepassen van strategieën om met elkaar in dialoog te gaan zoals actief luisteren, creatief denken, zich inleven",,,,beheersingsniveau toepassen,,,,31/08/2017,,sec-7.8-64041643,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-dialoog,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.9,De leerlingen zijn bereid om zich te engageren in de samenleving.,Ja,,,,,,,,,,,31/08/2017,,sec-7.9-1965362034,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.10,"De leerlingen illustreren hoe men zich individueel en als groepslid kan engageren en actie kan ondernemen bij lokale, regionale, nationale of mondiale kwesties.",Nee,,"'- Rollen en verantwoordelijkheden van individuen en groepen, zoals vrijwilligers, verenigingen, middenveldorganisaties, en de impact van hun acties",,,"'◦ De eindterm wordt gerealiseerd binnen de principes van de democratische rechtsstaat.
◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: 'Global Citizenship Education -Topics and  Learning Objectives - UNESCO (2015)'.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.10-3556528570,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.11,"De leerlingen hanteren aangereikte strategieën om vormen van inspraak, participatie en besluitvorming toe te passen, rekening houdend met de rechten en plichten van iedereen.",Nee,,"'- Inspraak, participatie en besluitvorming zoals in schoolse situaties, jeugd- en vrijetijdsorganisaties, benefietacties, drukkingsgroepen","'- Toepassen van strategieën voor inspraak, participatie en besluitvorming rekening houdend met de rechten en plichten van iedereen zoals stemmen, overleggen, petities organiseren, lobbyen, opinies delen",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,,31/08/2017,,sec-7.11-2069328846,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De wederzijdse invloed tussen maatschappelijke domeinen en ontwikkelingen en de impact ervan op de (globale) samenleving en het individu kritisch benaderen.,7.12,De leerlingen handelen met het oog op duurzame ontwikkeling.,Ja,,,,,,,,,,,31/08/2017,,sec-7.12-1275011515,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-maatschappijkritisch-denken,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De wederzijdse invloed tussen maatschappelijke domeinen en ontwikkelingen en de impact ervan op de (globale) samenleving en het individu kritisch benaderen.,7.13,De leerlingen lichten de betekenis en het belang van duurzame ontwikkeling toe.,Nee,'- Duurzame ontwikkeling,"'- Duurzame ontwikkeling
- Duurzame ontwikkelingsdoelen
- Verschillende perspectieven op duurzaamheidsvraagstukken: planet, prosperity, people, partnership, peace",,,"'◦ De eindterm wordt gerealiseerd aan de hand van actuele thema's, op relevante ruimtelijke schaalniveaus, gaande van lokaal tot mondiaal.
◦ Het referentiekader voor de duurzame ontwikkelingsdoelen is ‘de Duurzame Ontwikkelingsdoelstellingen’ zoals geformuleerd door de internationale gemeenschap (SDG's).",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.13-2010640797,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-maatschappijkritisch-denken,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De wederzijdse invloed tussen maatschappelijke domeinen en ontwikkelingen en de impact ervan op de (globale) samenleving en het individu kritisch benaderen.,7.14,De leerlingen illustreren hoe systeemdenken kan worden toegepast op duurzaamheidskwesties.,Nee,,"'- De betekenis en eigenschappen van systeemdenken, oorzaak-gevolg relaties, onderscheid geheel - onderdeel binnen systemen, verschillende perspectieven, onzekerheid
- Lokale en mondiale verwevenheid en interactie",'- Toepassen van systeemdenken,,"'◦ De eindterm wordt gerealiseerd binnen volgend toepassingsgebied: van lokaal over regionaal tot mondiaal en doorheen de tijd.
◦ Het referentiekader voor de duurzame ontwikkelingsdoelen is ‘de Duurzame Ontwikkelingsdoelstellingen’ zoals geformuleerd door de internationale gemeenschap (SDG's).",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.14-601485857,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-maatschappijkritisch-denken,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Democratische besluitvorming op lokaal, nationaal en internationaal niveau duiden",7.15,De leerlingen illustreren aan de hand van actuele gebeurtenissen hoe democratische besluitvorming werkt op verschillende bestuursniveaus.,Nee,"'- Verkiezing, coalitie, meerderheid, oppositie, politieke partij 
- Bestuursniveaus: gemeente, provincie, gemeenschap, gewest, federaal, Europese Unie","'- Besluitvormingsorganen zoals gemeenteraad, provincieraad, parlement
- Bestuursorganen zoals gemeentebestuur, provinciebestuur, regering
- Bestuursniveaus: gemeente, provincie, gemeenschap, gewest, federaal, Europese Unie
- Relatie tussen bestuursniveau en bevoegdheid",,,"'◦ De eindterm wordt gerealiseerd binnen de context van Vlaanderen, België en de Europese Unie.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.15-724729133,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-politiek,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.16,De leerlingen komen op voor de eerbiediging van de rechten van de mens en het kind en voor sociale rechtvaardigheid.,Ja,,,,,,,,,,,31/08/2017,,sec-7.16-4099155857,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.17,De leerlingen appreciëren de democratische principes en het samenleven in een democratie.,Ja,,,,,,,,,,,31/08/2017,,sec-7.17-3675052845,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.18,De leerlingen onderzoeken concrete situaties met betrekking tot mensenrechten.,Nee,"'- Mensen- en kinderrechten 
- Schending van mensen- en kinderrechten
- Mensenrechtenorganisatie","'- Mensen- en kinderrechten 
- Mensenrechten- en kinderrechtenverdrag
- Erkenning, naleving en schending van mensen- en kinderrechten
- Mensenrechtenorganisatie",'- Toepassen van strategieën om concrete situaties met betrekking tot mensenrechten te onderzoeken,,"'◦ De referentiekaders bij het realiseren van deze eindterm zijn ‘Universele Verklaring van de Rechten van de Mens’, ‘Europees Verdrag tot Bescherming van de Rechten van de Mens en de Fundamentele Vrijheden’ en ‘Kinderrechtenverdrag’.
◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: ‘Competences for democratic culture’ van de Raad van Europa.",,beheersingsniveau analyseren,,,,31/08/2017,,sec-7.18-469756972,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.19,De leerlingen onderscheiden principes en uitgangspunten van de democratische rechtsstaat.,Nee,"'- Democratie en rechtsstaat, scheiding der machten, scheiding van kerk en staat, grondrecht, grondwet, vrijheids- en gelijkheidsbeginsel","'- Het onderscheid tussen rechtsregels en morele regels
- Democratie en rechtsstaat
- De relatie tussen scheiding der machten, scheiding van kerk en staat, grondrecht, grondwet, vrijheid- en gelijkheidsbeginsel",,,'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: ‘Competences for democratic culture’ van de Raad van Europa.,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.19-2151692966,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.20,De leerlingen illustreren sociale rechtvaardigheid en onrechtvaardigheid aan de hand van concrete voorbeelden.,Nee,"'- Armoede, kansarmoede, armoedebestrijding
- Sociale rechtvaardigheid, herverdelingsmechanisme
- Welvaartsstaat","'- Armoede, kansarmoede, armoedebestrijding
- Sociale rechtvaardigheid, herverdelingsmechanisme
- Dimensies van ongelijkheid en ongelijke toegang tot macht zoals etniciteit, sociaaleconomische status, gender
- Welvaartsstaat
- Recht op en toegang tot basisbehoeften",,,'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: ‘Competences for democratic culture’ van de Raad van Europa.,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.20-3059313316,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.21,De leerlingen lichten het belang van rechtsregels en  rechtsspraak toe voor de samenleving.,Nee,"'- Rechtsregel, rechtspraak en rechtsprocedure","'- De betekenis en het belang van rechtsspraak m.i.v. jeugdrecht
- Het onderscheid tussen rechtsregels en morele regels",,,"'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: ‘Competences for democratic culture’ van de Raad van Europa.
◦ De eindterm wort gerealiseerd rekening houdend met de leefwereld van de leerlingen.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.21-2913263341,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Chemie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide chemie,9.1.2,De leerlingen hanteren de IUPAC-naamgeving voor anorganische stoffen.,Nee,"'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder&gt; Namen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be&gt; Courante triviale namen van stoffen verbonden aan de gebruikte contexten zoals zuurstofgas, zoutzuur, loogoplossing, ammoniak, salpeterzuur, zwavelzuur, fosforzuur, soda, koolzuur, stikstofgas, ozon- Symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be",'- Regels van de IUPAC-naamgeving- Regels voor stocknotatie bij ionverbindingen- Regels voor naamgeving met Griekse telwoorden bij moleculaire stoffen,'- Toepassen van de regels van de IUPAC-naamgeving bij anorganische stoffen- Toepassen van de stocknotatie bij ionverbindingen- Toepassen van naamgeving met Griekse telwoorden bij moleculaire stoffen,,'◦Het cesuurdoel wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,"Biotechnologische STEM wetenschappen
Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-9.1.2-1870913857,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-chemie
Secundair onderwijs,Gewoon,2de graad,"aso, kso, tso",Finaliteit doorstroom,,Chemie,Cesuurdoelen,Onderdeel van wetenschapsdomein,Uitgebreide chemie,9.1.7,De leerlingen leggen het verband tussen de structuur en de eigenschappen van stoffen.,Nee,"'- Vakterminologie inherent aan de afbakening van het cesuurdoel waaronder dipoolkracht, waterstofbrug, ion-dipoolkracht, polariteit","'- Intermoleculaire krachten: dipoolkrachten, waterstofbruggen, ion-dipoolkrachten- Polariteit- Stofeigenschappen: kookpunt, smeltpunt, oplosgedrag van stoffen, geleidbaarheid, zuur-base eigenschappen, oxidatie en reductie eigenschappen, ionisatie en dissociatie eigenschappen- Ionrooster, molecuulrooster, atoomrooster, metaalrooster",,,'◦Het cesuurdoel wordt met context gerealiseerd.◦ De chemische structuur wordt aangereikt.,,beheersingsniveau begrijpen,,,"Biotechnologische STEM wetenschappen
Biotechnologische wetenschappen
Natuurwetenschappen
Sportwetenschappen (2de graad)
Topsport-Natuurwetenschappen",31/08/2017,,sec-9.1.7-303450749,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-doorstroom,,,http://ilearn.ilabt.imec.be/vocab/curr1/s-wd-chemie
